pathway	description	QA_23_C	QA_25_600	QA_25_300	QA_24_600	QA_23_600	QA_24C	QA_25C	QA_24_300	QA_23_300	X_1_1C	X_2_1C	X_3_1C	X_4_1C	X_5_1C	Q1C11
PWY-5837	1,4-dihydroxy-2-naphthoate biosynthesis I	2795.7614226000555	5408.717939977025	4537.131753710132	2814.5168838829222	4944.11740427683	3820.845591497861	4145.447573396476	2161.819224931176	3760.511562127892	2198.2722930590803	3409.8230418553626	4478.833328782281	6040.386685191867	7577.851241056969	9612.614078473902
PWY-5838	superpathway of menaquinol-8 biosynthesis I	3966.72435600367	5724.816332174558	6272.316204761951	3923.6663066646606	5767.554955584819	6018.579112365854	6192.120813418883	2998.6865757696733	4658.831404442413	5386.823446796776	6078.72860026819	7612.061693153014	9498.00657338387	12024.900639190457	10859.376601467611
PWY-5840	superpathway of menaquinol-7 biosynthesis	4764.980414072194	10021.621387533798	7804.096831764844	4962.347136945115	8155.723861010769	6931.300675296576	7486.376752968685	3559.6128312992514	5972.30361714571	5423.5722046071	6142.704925088813	7746.95567383574	9482.090239193883	12437.130201192753	11187.093504113744
PWY-5845	superpathway of menaquinol-9 biosynthesis	3644.5802184961904	5724.816332174558	6272.316204761951	3645.601739426754	4972.89616135845	5720.878295556272	6192.120813418883	2973.383443270718	4445.855091187215	4274.03832907036	5194.530679198501	6590.024997859407	8776.502538685823	9946.6122948034	9956.5742653127
PWY-5850	superpathway of menaquinol-6 biosynthesis I	3644.5802184961904	5724.816332174558	6272.316204761951	3645.601739426754	4972.89616135845	5720.878295556272	6192.120813418883	2973.383443270718	4445.855091187215	4274.03832907036	5194.530679198501	6590.024997859407	8776.502538685823	9946.6122948034	9956.5742653127
PWY-5855	ubiquinol-7 biosynthesis (prokaryotic)	1989.532417609429	1236.4033849832283	2817.6129757817826	1632.9873422070382	1697.038184087211	3488.9213531963373	3016.264544712993	1740.8890161565785	2123.155178946054	10048.724821682164	8910.398193197529	8710.455298744839	13034.61123469395	10945.618457308616	9810.450184431636
PWY-5856	ubiquinol-9 biosynthesis (prokaryotic)	1989.532417609429	1236.4033849832283	2817.6129757817826	1632.9873422070382	1697.038184087211	3488.9213531963373	3016.264544712993	1740.8890161565785	2123.155178946054	10048.724821682164	8910.398193197529	8710.455298744839	13034.61123469395	10945.618457308616	9810.450184431636
PWY-5857	ubiquinol-10 biosynthesis (prokaryotic)	1989.532417609429	1236.4033849832283	2817.6129757817826	1632.9873422070382	1697.038184087211	3488.9213531963373	3016.264544712993	1740.8890161565785	2123.155178946054	10048.724821682164	8910.398193197529	8710.455298744839	13034.61123469395	10945.618457308616	9810.450184431636
PWY-5860	superpathway of demethylmenaquinol-6 biosynthesis I	3193.2484927583537	4785.294562887118	5789.285984481075	3274.5288116828656	4244.510691894094	5112.541462890969	5566.223910890494	2836.2543780890924	4069.13128837518	3078.552276157437	3944.111819131015	4988.591226755027	6940.584826314279	7774.463197566322	9374.66671719558
PWY-5861	superpathway of demethylmenaquinol-8 biosynthesis	3574.793357842068	4785.294562887118	5789.285984481075	3620.194562237924	5153.606633999403	5475.605826484774	5566.223910890494	2870.9160273664534	4341.616828545936	3963.078258611314	4727.252314570168	5885.942102683871	7627.936874783551	9750.172734531652	10621.833149313055
PWY-5862	superpathway of demethylmenaquinol-9 biosynthesis	3193.2484927583537	4785.294562887118	5789.285984481075	3274.5288116828656	4244.510691894094	5112.541462890969	5566.223910890494	2836.2543780890924	4069.13128837518	3078.552276157437	3944.111819131015	4988.591226755027	6940.584826314279	7774.463197566322	9374.66671719558
PWY-5863	superpathway of phylloquinol biosynthesis	3172.7020686406004	6161.082770177787	5160.809753424557	3204.85343270365	5624.51568654361	4346.221310719856	4711.9878426698615	2459.2064214001	4270.919852309571	2483.782678065731	3793.706805789226	5011.58533127424	6574.867277290088	8411.55135724191	10619.022125841591
PWY-5896	superpathway of menaquinol-10 biosynthesis	3644.5802184961904	5724.816332174558	6272.316204761951	3645.601739426754	4972.89616135845	5720.878295556272	6192.120813418883	2973.383443270718	4445.855091187215	4274.03832907036	5194.530679198501	6590.024997859407	8776.502538685823	9946.6122948034	9956.5742653127
PWY-5897	superpathway of menaquinol-11 biosynthesis	4516.652567232054	9387.21899729862	7377.772733860844	4673.330764648846	7720.938483854989	6532.543162573228	7059.83362208241	3375.712035084356	5676.275249392479	4969.89850169536	5816.693526021486	7311.195565812576	9159.176251001329	11803.783857377475	11088.525553014138
PWY-5898	superpathway of menaquinol-12 biosynthesis	4516.652567232054	9387.21899729862	7377.772733860844	4673.330764648846	7720.938483854989	6532.543162573228	7059.83362208241	3375.712035084356	5676.275249392479	4969.89850169536	5816.693526021486	7311.195565812576	9159.176251001329	11803.783857377475	11088.525553014138
PWY-5899	superpathway of menaquinol-13 biosynthesis	4516.652567232054	9387.21899729862	7377.772733860844	4673.330764648846	7720.938483854989	6532.543162573228	7059.83362208241	3375.712035084356	5676.275249392479	4969.89850169536	5816.693526021486	7311.195565812576	9159.176251001329	11803.783857377475	11088.525553014138
PWY-5910	superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)	42474.42652635505	162254.50955576956	99005.34849221546	80474.98341443142	112226.35231295708	87090.52885008721	78350.2141035194	47858.736373018815	64372.04460102884	1231.6405913096064	1604.9714765989115	2474.9627024506303	1626.4497841347877	2973.401787612924	36603.91105356174
PWY-5913	TCA cycle VI (obligate autotrophs)	50224.36483103816	194460.0258833229	117795.78695369956	93963.1285568984	131788.99586256375	103651.22543653444	93979.42624932958	59572.41805566998	75261.82771789844	21892.83880331065	15509.673007892958	20414.8731612244	21227.401752954112	25818.44244231963	41072.42040813984
PWY-5918	superpathay of heme biosynthesis from glutamate	1849.7914313931224	1235.5883251170624	2321.9228733077093	1585.5089175221594	1725.7395050540258	3400.86864848826	2784.0702922208643	1550.679631012661	1863.1732883893144	13806.61077057246	11819.169979975431	13234.389474412725	14926.237276871394	19001.891503728	7666.309978674332
PWY-5920	superpathway of heme biosynthesis from glycine	137.06399016163965	521.5193356985203	295.93353552517505	348.09979564593374	333.0459978525113	507.5010940483873	383.28057322697015	165.26418043304383	234.22212463043903	7943.875717599444	7200.464653074257	6524.849523488686	9617.219334061214	12697.346590325284	750.0991528861872
PWY-5940	streptomycin biosynthesis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.26947098507832	0.0	0.0	0.0	0.0	0.0
PWY-5941	glycogen degradation II (eukaryotic)	0.0	15.999239649749104	63.97973295372916	0.0	0.0	83.9603397535925	27.995121835993864	0.0	0.0	485.8165031608191	162.3280822150843	63.89795167318744	266.10669006549955	455.1071599371237	0.0
PWY-5971	palmitate biosynthesis II (bacteria and plants)	8899.955647165107	4871.9447573064	11882.527855103546	8531.028472565415	7647.885729646752	17365.21354216996	12845.494458111469	9096.634728927427	9661.337434490686	15410.640097444044	15297.538106050391	17391.199158346066	21237.34022293284	20924.70715309655	31334.272905485745
PWY-5973	cis-vaccenate biosynthesis	65601.51322259013	253384.29725256452	152903.50125552717	122575.25061285106	172174.79760150993	134141.7365745552	122637.89735946934	76067.94942099068	98669.74020613189	39595.53528412084	27920.51378828437	43215.774019867895	38577.67977135413	49175.04775449378	56410.59331382787
PWY-5989	stearate biosynthesis II (bacteria and plants)	4915.286242743117	2857.1592111402265	6619.856794723117	4776.142545341318	4344.442851359263	9435.302744795574	6990.29567211387	5023.966252637916	5454.687420339295	13360.059220918063	13660.114909197397	13627.644050123135	22188.121454432963	17006.771531787963	20262.2393173203
PWY-6071	superpathway of phenylethylamine degradation	740.3085220489722	672.0900187924665	1476.2445860547152	797.7392429478487	415.6800672222743	1618.3938146496591	1370.746012488104	891.3570922952601	941.9878196343294	1001.004062309294	1432.0082395355432	1736.8838828569687	2732.522066576201	2494.169288618786	2742.7911955390528
PWY-6107	chlorosalicylate degradation	0.0	0.0	7.007321877334784	0.0	7.118464653769663	0.0	6.736615801132167	3.6861984483462633	0.0	330.6730620616724	463.6843379326896	209.26025083949744	259.2575550980543	393.3537830272884	3.998710423075339
PWY-6121	5-aminoimidazole ribonucleotide biosynthesis I	58559.222941718486	232368.36303303923	139317.95833623467	112030.45650793808	155671.30125213767	119195.09090159116	111057.94345431456	68107.00683906693	87363.72816832962	34642.186650099524	24210.928848095336	37905.30402750151	29266.97345107518	44188.64779963873	50002.24188399061
PWY-6122	5-aminoimidazole ribonucleotide biosynthesis II	58968.19545443822	235698.7858318248	141030.25654455833	113589.90624984536	157881.39776506083	120038.13367446246	112243.66660038276	68654.07149444195	88217.56833503104	34935.38463414242	24306.41770294057	38197.63929714507	29004.44661955237	44418.44602252219	49129.0828227775
PWY-6123	inosine-5'-phosphate biosynthesis I	56671.038116510346	223997.33304574832	133759.3609278635	107501.9111726336	149406.8900265576	115540.54408674696	107007.09850530176	65829.55130222304	84253.55351668707	31258.737599616008	21435.1483727699	34485.08356110195	25713.88646344489	39902.455002315626	46348.72478604938
PWY-6125	superpathway of guanosine nucleotides de novo biosynthesis II	61575.46853683941	248082.615854404	146636.2509829138	118010.16255088814	163888.32872045194	127137.65925529886	117295.1229112135	72691.46776302997	92394.07885403972	26399.30435085931	19411.15562022898	27913.285849215685	24269.4828683295	34173.09503484249	50651.40479463643
PWY-6126	superpathway of adenosine nucleotides de novo biosynthesis II	69782.00818330502	284398.05485421704	168071.40931863026	134210.21449753316	186795.82586523468	142982.80538884818	134023.32573762303	81790.72505793437	105304.10772684564	31820.50788494914	21573.14239706113	38012.59717283234	27137.051881111474	42800.42666296824	57784.97004601901
PWY-6147	6-hydroxymethyl-dihydropterin diphosphate biosynthesis I	43944.29214344651	177734.15210522502	102911.31647316056	81184.40509289238	111599.51497501216	88646.15255902382	83726.1713143795	52167.94384695328	64271.464130715314	22425.121677113668	16393.127823567556	21971.09797553232	20026.770378242203	26677.718266514443	38392.134470654215
PWY-6151	S-adenosyl-L-methionine cycle I	57661.87185759423	235600.92908691848	138669.60895919864	110758.123656596	154333.39232179275	117984.66633684248	110711.36849268898	67574.76365673832	86908.37725658587	13633.646903259243	10667.168801879065	16460.436076749163	16255.41100686064	22229.458873332827	47933.44110581871
PWY-6163	chorismate biosynthesis from 3-dehydroquinate	52626.693886327375	196508.2197197185	118696.67125716644	94362.72265082282	132349.84616807237	106724.55120426136	96333.58398021628	60660.28288848722	77449.21705020622	32012.84360959478	22526.082589626363	35111.98239819188	27288.937190111435	40695.43045615943	43215.99548815271
PWY-6165	chorismate biosynthesis II (archaea)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.872790355577244	23.87164362844796	0.0
PWY-6182	superpathway of salicylate degradation	355.1772042976485	125.48819526215732	271.28460694884484	402.298110315554	211.23240889041827	813.2938908419912	290.48267850337385	349.9223979831223	315.0151555156786	825.041865607114	2870.1053794346344	1389.2703588148115	2117.460095366352	1516.850197629086	1320.418060441435
PWY-6185	4-methylcatechol degradation (ortho cleavage)	398.6991570081045	149.3711807874813	327.0321211051628	454.20630509887	238.54038615920803	926.3503051137284	352.7527473749702	407.5514631046368	363.95532497956526	628.0756991329105	970.6455145469492	1194.602253333837	1737.5448001775362	1428.6994884100932	1485.1074157266878
PWY-621	sucrose degradation III (sucrose invertase)	56436.36901496552	235497.9631318957	138504.08023239675	110792.3748566848	153260.67461197474	117259.2485888502	109926.94059118064	67614.83973018585	86461.22677332479	9294.446968423666	6761.746011444004	11458.917824704156	11056.86031629905	14048.694025375817	47236.76978886916
PWY-6210	2-aminophenol degradation	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	185.0893270762004	192.48441457449076	35.40966528407447	68.98009610241922	142.37865387498127	0.0
PWY-6263	superpathway of menaquinol-8 biosynthesis II	0.0	0.0	14.462581290450188	0.0	14.462577915284964	0.0	13.98681004788762	7.486555243493383	0.0	7719.517794844633	4825.099188235722	7443.506594346214	5888.516686129216	6258.257347407634	8.006016187211378
PWY-6269	adenosylcobalamin salvage from cobinamide II	1382.3009382077826	848.5269352261233	1521.1086451000904	641.6173405216856	833.9559519805769	2250.769980621943	2337.171292227573	704.0608335780524	965.6564379576964	16302.724468864018	13890.905348060014	23240.957768958186	14696.99591783218	24022.88306816815	2944.080941677825
PWY-6277	superpathway of 5-aminoimidazole ribonucleotide biosynthesis	58968.19545443822	235698.7858318248	141030.25654455833	113589.90624984536	157881.39776506083	120038.13367446246	112243.66660038276	68654.07149444195	88217.56833503104	34935.38463414242	24306.41770294057	38197.63929714507	29004.44661955237	44418.44602252219	49129.0828227775
PWY-6282	palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)	5896.545923679872	2974.31205701197	7614.561339953337	5434.441564245665	4782.138971295701	11543.797966485052	8425.410584895812	5980.247269847172	6222.221001309707	13296.530304848153	13521.323507715812	13730.796216209876	22322.330818801624	16891.117284736698	24766.91501854423
PWY-6317	galactose degradation I (Leloir pathway)	65909.15482413117	267046.0076307925	157869.96672946555	125879.74121202416	176363.6063421699	134453.4297457611	125831.3761581834	77043.63755922552	99173.7912301354	18376.887675101225	12819.079922757805	19412.854558644085	17833.828647997587	27578.14256952692	53113.878068556005
PWY-6338	superpathway of vanillin and vanillate degradation	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	679.5861225081228	227.152693951992	0.0	595.1071766151452	407.6499567747324	0.0
PWY-6339	syringate degradation	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1295.5238821609134	595.8357995265669	0.0	1625.6151031082256	962.467227989388	0.0
PWY-6353	purine nucleotides degradation II (aerobic)	5582.794332706863	6596.111834312415	14140.470432759776	6276.588995732914	5721.894829466092	14141.135055154626	15302.412257348447	8451.42243982754	8331.973770788749	19964.23973089335	19102.034800260404	18975.19379275956	20481.6085866826	27086.9682623163	21858.8988186991
PWY-6383	mono-trans, poly-cis decaprenyl phosphate biosynthesis	2.499945553001289	157.9468995946361	71.64143784206146	57.98478601845269	59.64844958923233	62.32350159215454	49.82875347853171	4.999814397859644	20.997456262404164	4205.7111050125895	4519.100732149072	2307.226083957667	2355.7504453341503	7710.33696055807	5.339679857319063
PWY-6385	peptidoglycan biosynthesis III (mycobacteria)	61717.80690487263	250651.8766833445	147854.4098229792	118075.2034570226	164470.9457561558	126157.80815353132	118248.55588794184	72000.36568894557	92651.20300099126	31591.2643314668	21825.627202230316	35317.29482549446	26586.880823871008	41358.86367778592	51016.01759740694
PWY-6386	UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)	62705.557222570176	253819.22001319632	149854.91367448735	119626.45724463048	166754.00508463313	128326.527921612	119827.35287862257	73325.32161570854	94210.17662041214	31770.82398885832	21992.963182534564	35808.00290013688	26628.689914054947	41797.145581730285	51577.32232784076
PWY-6387	UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)	62803.94316676136	255026.15990509847	150432.1063745765	120124.79006407475	167332.4487797468	128316.4904495148	120360.36631418734	73211.70652080553	94236.17338929816	32677.955844498665	22599.33662699112	36545.55885564985	27181.94847986337	42575.88719109318	51907.508356470586
PWY-6396	superpathway of 2,3-butanediol biosynthesis	4717.315740723702	12665.583889268735	7268.212842935602	5996.991946885906	9324.568859703382	7114.486220892271	7307.278529885392	3303.853507553004	4991.445881317929	1406.7525296378938	2304.514148112135	3000.1249033252825	2495.915096170327	3341.190548500369	6843.11686705149
PWY-6397	mycolyl-arabinogalactan-peptidoglycan complex biosynthesis	1.3043468135026357	2.318467424841259	0.0	0.0	9.655941693060496	2.7892712589153947	1.8303444015552568	0.0	3.652168665416753	190.4675927193576	173.6326802738938	144.44879983217012	139.90662125537122	654.958251350494	0.0
PWY-6404	superpathway of mycolyl-arabinogalactan-peptidoglycan complex biosynthesis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	222.57352160130696	343.9814654562552	313.851936735799	397.6660799040437	1367.5177122637535	0.0
PWY-6467	Kdo transfer to lipid IVA III (Chlamydia)	1324.4	836.96	1372.12	1124.66	1349.06	2227.5	1608.9599999999998	1046.77	1342.62	14899.22	12274.540000000005	13902.66	16477.03	12424.87	7535.409999999999
PWY-6470	peptidoglycan biosynthesis V (&beta;-lactam resistance)	36711.05880728224	174203.82801314522	101630.08100063723	82376.35097561966	112989.65901640683	75311.83384115408	78228.93944838994	43089.83747336356	56786.87496868639	2431.9454247246863	3209.449267112872	3608.3514312029142	2070.2052414564114	4634.729750766195	33261.42506635082
PWY-6471	peptidoglycan biosynthesis IV (Enterococcus faecium)	62461.22367751478	251525.6518663203	148595.2400144933	118849.56876872318	165941.941853778	128022.51659916222	118646.07699788488	73284.14879888925	93954.66413177972	9891.595084322054	8757.613916912855	9542.2145532149	7656.29220929877	15287.538632345828	49866.63878955604
PWY-6478	GDP-D-glycero-&alpha;-D-manno-heptose biosynthesis	0.0	0.0	0.0	3.990397195981227	0.0	0.0	0.0	0.0	0.0	1271.5088813167336	316.9094157318372	700.7057766261346	747.9315677371916	480.8680141453844	0.0
PWY-6505	L-tryptophan degradation XII (Geobacillus)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	383.0486315174564	411.0644408347905	87.72229126838792	165.89380642653086	345.18501610521577	0.0
PWY-6507	4-deoxy-L-threo-hex-4-enopyranuronate degradation	854.4510158819014	1066.086134536275	1264.142839383432	1078.5770808615928	1420.2782577441724	1752.094367297974	1688.6875534574035	804.2153710763539	1042.157637404346	3578.897983842971	3566.285528960393	4823.413556378796	8091.66739700343	4994.999751650208	2372.007084089468
PWY-6519	8-amino-7-oxononanoate biosynthesis I	3745.258779716657	2076.332069150089	5265.508673344184	3238.604914031898	3002.6584322011163	7208.634216059642	5601.61265367176	3665.9638801733954	3978.8958897195994	9862.321277563684	9047.612940837414	9628.99997724172	15145.455142749051	12238.918729733066	17995.207954925445
PWY-6545	pyrimidine deoxyribonucleotides de novo biosynthesis III	25.866553459857943	148.42935573782452	192.5349050449396	67.4693771262612	136.39498054583103	256.0993086219268	114.30204689731669	56.21626216483715	33.74044867007926	18740.502134034552	15670.106952147948	21997.29087230324	15496.00300696715	24378.708819549225	25.50490211239707
PWY-6562	norspermidine biosynthesis	0.0	0.0	0.0	2.998193078139854	0.0	0.0	0.0	0.0	0.0	2006.6277731221544	2953.69031105514	2349.9164830919262	4082.778335197024	3806.285547619813	2.999437964684412
PWY-6572	chondroitin sulfate degradation I (bacterial)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	97.3070593022621	0.0	0.0	0.0
PWY-6581	spirilloxanthin and 2,2'-diketo-spirilloxanthin biosynthesis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	161.89325719305955	7.0	0.0	0.0	0.0	0.0
PWY-6588	pyruvate fermentation to acetone	4329.680158117531	7057.03062403304	5842.087450284071	4290.684893025492	7850.54011112137	6029.780352839816	5246.598129422826	3428.845449350069	5772.766727876139	9325.601547836572	6515.852212089712	14323.014838491184	7664.66064574902	17833.332425438464	8319.840125953775
PWY-6590	superpathway of Clostridium acetobutylicum acidogenic fermentation	165.38849416389365	342.5667283231569	255.55879125766424	227.65130763791197	307.4636502924968	661.1522868056358	298.8889852595956	156.86262124024725	188.1360025479713	12724.338083152614	9688.641105322034	16081.531846214995	9819.728624541203	17378.34288519364	85.03954482355262
PWY-6608	guanosine nucleotides degradation III	3181.5917002031315	5514.478238678728	8074.419755925355	3695.014597862361	3349.209663885803	8146.914966797743	8894.458223511752	4876.176122008807	4742.146830123879	20047.29748693956	20409.11196563644	20142.65813357578	22926.532690472657	26083.205905132883	14666.06353163561
PWY-6609	adenine and adenosine salvage III	74792.30206293418	302766.68388175353	177289.32292592502	141048.0766553348	197696.16036444367	152858.74561862746	142001.5231919971	87591.3633311646	112872.71361138763	31628.05222145191	19757.13692690642	35772.329429820915	25202.43607264436	43313.07767677264	58966.98174972525
PWY-6612	superpathway of tetrahydrofolate biosynthesis	56168.49206561746	224708.21377592732	131493.4204601237	103783.5258765162	143725.69305230072	113273.46784091146	106654.70987195728	65818.21826631195	82533.61470223806	21041.990578196488	15338.049786175585	21077.18137492651	20451.42739767504	27441.44412898863	47548.52989105103
PWY-6628	superpathway of L-phenylalanine biosynthesis	27472.127790378818	119989.1197320801	76500.82742104385	62030.1477575648	83048.4099564316	57932.41895504397	57412.53747729844	34106.465836782416	42848.42662139791	19132.146217638845	17398.341527353437	20681.5921823797	22125.050268663614	24237.269204627188	36778.81750734997
PWY-6629	superpathway of L-tryptophan biosynthesis	4235.690461482842	3981.059684022688	9696.013602491586	3334.412918817536	2625.800767714624	10183.560291233336	8622.996324624612	6006.245923297417	4414.09064955228	1836.630880828096	5362.611284728345	6962.529601686068	10602.913183043218	5132.829526978797	14462.906709057135
PWY-6630	superpathway of L-tyrosine biosynthesis	27452.413039229068	120043.87948424408	76506.17571754025	62011.66229319215	83047.27414957067	57889.53005687036	57407.347682442334	34080.25563269195	42823.79388939171	19014.49558667418	17288.85822992907	20587.00879386241	21769.572956783675	24117.42838525261	36554.15011684678
PWY-6641	superpathway of sulfolactate degradation	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	218.6410681808142	208.93204990986663	496.5804666091236	211.2543082034823	504.1923640992966	0.0
PWY-6660	2-heptyl-3-hydroxy-4(1H)-quinolone biosynthesis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.26829339162475	0.0	0.0	0.0	0.0	0.0
PWY-6662	superpathway of quinolone and alkylquinolone biosynthesis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.076780366748533	0.0	0.0	0.0	0.0	0.0
PWY-6690	cinnamate and 3-hydroxycinnamate degradation to 2-oxopent-4-enoate	369.3993818440677	401.7478586185717	1033.4628502146345	438.4638032504548	210.62863539084563	1215.0134280824202	913.444650061322	726.7594079744883	541.7897114912711	148.18635545308777	431.2573290068869	383.29612481839246	916.5261751485152	496.6359886596181	2047.9946022025413
PWY-6700	queuosine biosynthesis	46516.06393694072	181897.9533693459	107100.36153445544	84959.55833421173	116851.42500302628	93458.78476888523	87260.60847017456	54472.40103728911	67849.76238395085	17937.00662043536	12804.786414838574	19973.861578517	19731.19830519187	23024.34142106501	36498.136728909725
PWY-6703	preQ0 biosynthesis	11323.376067832582	37850.52745371655	22635.825930283518	20831.74502933579	30476.70428956268	24773.724295942477	20708.701340771	13463.233716818842	12643.192817022036	14065.42131062621	9201.494839374394	16142.568628302486	15111.121380889776	17282.687360819415	15656.426886555197
PWY-6708	ubiquinol-8 biosynthesis (prokaryotic)	1989.532417609429	1236.4033849832283	2817.6129757817826	1632.9873422070382	1697.038184087211	3488.9213531963373	3016.264544712993	1740.8890161565785	2123.155178946054	10048.724821682164	8910.398193197529	8710.455298744839	13034.61123469395	10945.618457308616	9810.450184431636
PWY-6713	L-rhamnose degradation II	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.186717912574524	16.943782841808403	7.458960259068001	56.92695819627552	0.0	0.0
PWY-6728	methylaspartate cycle	0.0	0.0	21.120744550268828	0.0	0.0	0.0	0.0	0.0	0.0	4203.693738093385	4932.635825666061	4507.276611938923	4134.200702240789	5198.514366369402	0.0
PWY-6731	starch degradation III	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	86.61742718979382	145.33985107988104	24.94272702717933	14.986771473267275	0.0	0.0
PWY-6737	starch degradation V	60416.77614695554	238526.22356613475	142510.5184489594	113383.0768345802	158169.48409690015	124895.9937212695	113493.0188520283	71922.23724705921	91853.20086753104	26074.406735107143	16717.92215405029	28552.694534438546	20718.56061228439	31724.525940987423	46246.548816098606
PWY-6749	CMP-legionaminate biosynthesis I	125.862785929395	0.0	29.996751563338872	29.995935610226283	95.97012105239426	27.9966899349784	19.998192412013868	0.0	61.97789344002784	1091.971309183185	232.69550548818245	465.69965319473386	216.68115660380815	465.8672212899504	968.0800594897564
PWY-6876	isopropanol biosynthesis	158.87391498339983	175.1173154385472	148.26550660503366	380.03805732862486	343.0285424019847	667.3132980876412	172.34864958512986	197.9858601973672	166.49185342526124	676.0447550320616	371.2263568077347	201.2571346324295	120.89886410261416	230.3700575191318	444.945760577163
PWY-6891	thiazole biosynthesis II (Bacillus)	2090.9822815906746	1610.611787715624	3076.9229633496584	1390.1180088129252	1382.3811527102437	3457.3568111195123	3564.1831730169847	1612.2608989822863	1860.88940305262	5784.27457254293	5861.2566543276525	9837.907281742577	9361.636783659073	9266.560253159563	5944.692355072564
PWY-6892	thiazole biosynthesis I (E. coli)	2400.750973854797	1845.265193874537	3489.9367362892435	1605.6605980435131	1674.227345821331	3978.92003468489	4054.9883654823593	1849.1857765495972	2131.6630356117494	16734.842004283604	12857.311096222047	23582.383577490466	16605.36165263288	25661.36244574977	6776.78820765321
PWY-6895	superpathway of thiamin diphosphate biosynthesis II	2371.7086155638854	1957.3689900587287	3385.764891999708	1932.349497083012	2127.062200984812	4278.605180006958	3702.810692148466	1987.4321706772123	2452.916037946003	14154.235774803268	11403.291059727557	17271.477381605637	16212.074886278197	18688.065101972905	8161.137565899896
PWY-6897	thiamin salvage II	6480.130910590035	10184.670365473728	8884.753259659543	5497.331351190363	9935.848012206188	11761.379384271013	11136.613211590207	4391.004645126991	6665.464080307347	22153.511912989678	14849.95949727462	26898.628509475133	19615.202525997996	29493.234032214277	9829.762239717134
PWY-6901	superpathway of glucose and xylose degradation	13260.162223761008	19810.66077853081	19682.33111142323	11499.303847966094	16944.24085281048	21226.468827333552	21755.080767300275	9071.66797534295	13639.447690046229	18162.19092116238	14640.352568158163	18620.98079841077	19755.77095232605	24823.02218073095	17280.08890587549
PWY-6906	chitin derivatives degradation	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	698.4917389778278	334.3134860880864	413.740962939891	138.73896472927115	491.787983295754	0.0
PWY-6915	pentalenolactone biosynthesis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.999999999999998	0.0	41.0	0.0
PWY-6919	neopentalenoketolactone and pentalenate biosynthesis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.45040660818339	0.0	72.56492577105492	0.0
PWY-6944	androstenedione degradation	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	229.90701160076893	401.7703403144822	110.45347522846188	200.40730619724027	952.7379438587844	0.0
PWY-6948	sitosterol degradation to androstenedione	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.847190506300931	25.622864023214387	24.87290751806973	48.91388297490988	110.45716136279889	0.0
PWY-6969	TCA cycle V (2-oxoglutarate:ferredoxin oxidoreductase)	4286.95377186347	4427.070119107659	7163.71787349809	4418.014999504385	5342.418051629649	9377.412841331765	7501.037670117233	4556.942499664973	5450.600840659355	27333.757025268173	20692.59869594205	25906.521589312582	25748.851237111	34702.16881523737	14920.45146816485
PWY-6992	1,5-anhydrofructose degradation	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	551.5496066199695	82.45123759483454	24.758618189319048	384.9319275105955	123.18227402879664	0.0
PWY-7003	glycerol degradation to butanol	10425.396078521891	18620.690052285565	15113.103922383949	11287.526289212252	19957.45498872759	15577.122540128734	13203.618263853094	8792.562718454417	14369.907366113172	4905.250172110209	5817.053082740187	7523.903376012971	9025.804835355066	10098.272132424714	15522.239058595778
PWY-7007	methyl ketone biosynthesis	2.499082251357875	152.95955068964574	55.63109265324951	25.90304487006534	49.68693743734987	43.19861046822642	40.32969411422251	0.0	13.975766334576054	4105.432350135643	3352.354868069628	1410.756763696667	1398.6787382108894	6994.55991680683	0.0
